video_id,comment_id,author,text,sentiment,score,publishedAt,translated,sentiment_model,emotion,sarcasm
IHNzOHi8sJs,Ugy2FWc-OGFryah7oFd4AaABAg,@AhmadAbdullah-s6b,Anyone 2025 ?😊,neutral,0.0,2025-08-23T13:40:36Z,Anyone 2025?,neutral,joy,LABEL_1
IHNzOHi8sJs,UgwVMbRQAGIKVMAHUkp4AaABAg,@ณปภัชเกิดสมบัติ,2025❤❤❤❤,neutral,0.0,2025-08-23T13:29:08Z,2025 B.C.E.,neutral,joy,LABEL_0
IHNzOHi8sJs,UgwLnusQqK_u7b8msq54AaABAg,@Ariana2011-s8f,Lisa 🩷🩷🩷🩷🩷🩷🩷🩷🩷,neutral,0.0,2025-08-23T12:34:23Z,Lisa.,neutral,anger,LABEL_0
IHNzOHi8sJs,UgyCtaoHbuwzBmmyDY14AaABAg,@user-mq6ow8uh7l,이게 k-팝이지... 한국어가 들려...!!,neutral,0.0,2025-08-23T12:06:53Z,I don't know what I'm talking about.,neutral,anger,LABEL_0
IHNzOHi8sJs,UgypblG8Oqp3SPd6fB54AaABAg,@Lunazaaa,Who&#39;s watching this today?,neutral,0.0,2025-08-23T11:17:13Z,Who's watching this today?,neutral,anger,LABEL_0
IHNzOHi8sJs,UgzCHVKxb0K3q3hKwU94AaABAg,@Blackpink_queen9575,"I am crying because , I miss the old blackpink ( not because of vulgar behaviour - they don&#39;t do ) idk but yaah I want them back pleased 😭😭 next year they are going to be banned or in 2027 . I want that blackpink",negative,-0.2023,2025-08-23T11:16:51Z,"I am crying because, I miss the old blackpink (not because of vulgar behavior - they don & #39;t do) idk yaah I want them back please next year they are going to be banded or in 2027.",negative,anger,LABEL_0
IHNzOHi8sJs,Ugz6ZrGHN83jg8AR7Ld4AaABAg,@SaraSahuric,안녕하세요❤,neutral,0.0,2025-08-23T10:06:07Z,- I'm sorry. - I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgydpdiWr2vcxk-sbkp4AaABAg,@MarcusWallace-b3d,❤❤❤❤❤❤beautiful 😍 😊,neutral,0.0,2025-08-23T09:00:08Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyKcgVTBQNdZYlLxix4AaABAg,@vivibabasto,Blackpink !!!!,neutral,0.0,2025-08-23T08:10:39Z,Blackpink!!!!,positive,anger,LABEL_0
IHNzOHi8sJs,UgyzfW-yqGliI44qjkd4AaABAg,@MahnoorMirha-t8v2z,Lisa ❤❤❤😮😮,neutral,0.0,2025-08-23T08:04:01Z,"Lisa, I'm sorry.",negative,sadness,LABEL_0
IHNzOHi8sJs,Ugx4e49hrqT-lQUbtMR4AaABAg,@AtiFardin,Who&#39;s is in 2025 ?,neutral,0.0,2025-08-23T07:33:50Z,Who's in 2025?,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugwv3aenjDeM6ynOEzB4AaABAg,@Christina-y5s,This is why i like rose and jisoo,positive,0.3612,2025-08-23T06:14:40Z,This is why it looks like rose and then,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugyk76q2bLNAIh3cUNR4AaABAg,@obietrizo,i love blackpink my favorite band ❤❤❤❤,positive,0.802,2025-08-23T04:48:02Z,I love blackpink my favorite band . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxHLVRb_nOcl9P6wRh4AaABAg,@크앙설렝,2025년에도 듣는 사람?<br>👇<br>👇,neutral,0.0,2025-08-23T03:57:27Z,2025 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugzchsjo8UQ6-6pS9gF4AaABAg,@JaniyahSophi,Could this be the best upload yet?,positive,0.6369,2025-08-23T03:46:10Z,Could this be the best upload yet?,positive,joy,LABEL_0
IHNzOHi8sJs,Ugxz7f-HDgmH6iylMtt4AaABAg,@MilagrosAguilar-t9u,❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊,neutral,0.0,2025-08-23T03:29:36Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgzC9XvLx9la-a1yAfN4AaABAg,@forqhinz,BLACKPINK IN YOUR AREAAAAAAA,neutral,0.0,2025-08-23T03:05:42Z,BLACKPINK IN YOUR AREAAAAA,neutral,anger,LABEL_0
IHNzOHi8sJs,UgxVOygNaJrtgIINwA94AaABAg,@레몬Kpop스테이션,뮤직비디오 색감과 연출이 예술이에요. 한 장면 한 장면이 화보 같아요. 이 곡은 시간이 지나도 절대 질리지 않을 것 같아요.,neutral,0.0,2025-08-23T01:59:24Z,(Laughter) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause) (Applause),positive,anger,LABEL_0
IHNzOHi8sJs,Ugx6nChva1GELSMWEAN4AaABAg,@Kpop승리존,"여기 있는 모든 분들과 이 댓글을 읽고 있는 모든 분들께, 앞으로 다가올 미래에 정말 좋은 일들만 가득하길 진심으로 바랍니다. 여러분이 어떤 꿈을 가지고 있든, 학업이든, 일상이든, 사랑이든, 모든 목표를 이루고, 항상 꿈꿔왔던 삶을 살 수 있기를 진심으로 응원해요. 지금까지 힘들고 지친 순간들도 많았겠지만, 그 모든 노력들은 분명히 값진 결실을 맺을 거예요. 잊지 마세요, 여러분은 정말 멋진 사람입니다. 실수나 성적이 여러분을 정의하지 않아요. 여러분은 최선을 다하고 있고, 저는 여러분을 정말 자랑스럽게 생각합니다~",neutral,0.0,2025-08-23T01:57:13Z,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugy0vfR_DNEkTnpleeJ4AaABAg,@riefanafrienandarachman3197,Yang terhormat Korea Selatan seluruh warga.<br><br>Baik jam tangan promosi. <br><br>Saya akan bercerita dulu Microsoft bertanya kepada saya bagaiman mempromosikan Microsoft yang sudah tenar dan terkenal luar biasa????<br><br>Jawabannya dengan tidak menggunakannya.<br><br>Apa produk Korea Selatan mau saya OBOK-OBOK?<br><br>Terima kasij. Saya sudah sangat sopan.,neutral,0.0,2025-08-23T01:14:00Z,The respectable South Korea all over the country. <br> <br> <br> <br>I'll tell you what Microsoft asked me to do to promote Microsoft that is known and well-known?????<br><br>The answer without using it.<br><br><br>What South Korea's product I want OBOK-OBOK?<br><br> <br>I'm very good.,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxBW-lXT0VsTS2SdWx4AaABAg,@MaribelSegura-d6o,Csfjdsettg❤,neutral,0.0,2025-08-23T00:34:17Z,Csfjdset,negative,anger,LABEL_1
IHNzOHi8sJs,Ugy3MuMknoXBjZfWPGV4AaABAg,@MahdiHayoura,Vous êtes belle comeme surtout rose,neutral,0.0,2025-08-22T23:01:30Z,You're a nice meal especially pink,positive,joy,LABEL_0
IHNzOHi8sJs,UgwTx2XwOpML-YdJ8eB4AaABAg,@xdxt,"Who believes this MV can reach 3B views? I believe it because it&#39;s BLACKPINK, the absolute queens 🖤🩷",neutral,0.0258,2025-08-22T23:01:08Z,"Who believes this MV can reach 3B views? I believe it because it&#39;s BLACKPINK, the absolute queens",positive,joy,LABEL_0
IHNzOHi8sJs,UgxuHF8JWkeAuxnNKn14AaABAg,@SolJiménez-r3q4y,🩷🖤🩷🖤,neutral,0.0,2025-08-22T22:59:58Z,I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugymq1r8nYwhghI5b0N4AaABAg,@music-x1-b4k,"&quot;Every time someone likes my comment, I listen to that song again.&quot; 🎵",positive,0.4215,2025-08-22T22:34:30Z,"Every time someone like my comment, I listen to that song again.",positive,anger,LABEL_0
IHNzOHi8sJs,UgyDjT3GrC525C5iwr54AaABAg,@NengAnggun-t3t,yekh,neutral,0.0,2025-08-22T22:23:28Z,ykh,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugx5blvZUbt6zIqkU9d4AaABAg,@TandyTyson,What’s your personal favorite moment?,positive,0.4588,2025-08-22T21:19:42Z,What's your personal favorite moment?,positive,joy,LABEL_0
IHNzOHi8sJs,UgzuykKhSbEXg2Fiusx4AaABAg,@YvonneMills-z7i,Loved the energy in this video.,positive,0.7184,2025-08-22T21:19:30Z,Love the energy in this video.,positive,joy,LABEL_0
IHNzOHi8sJs,UgwonurC9iG9lEJkPbl4AaABAg,@sinlin403,Who came from 2025? They are legends ❤❤❤,neutral,0.0,2025-08-22T21:11:08Z,Who came from 2025?,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugz6DPszhvR-CKlsYXJ4AaABAg,@СофаЭнназарова,"Как же это было жавно ,эх быстро время летит",neutral,0.0,2025-08-22T20:35:20Z,"Just like it was hot, it's fast time to fly",neutral,love,LABEL_0
IHNzOHi8sJs,UgzVzDP3pDvUIoATGZ14AaABAg,@MaribelSegura-d6o,Bbxggxhhdhdhdhd🙄😅,neutral,0.0,2025-08-22T19:20:45Z,Bbxgg was born,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxA0VNTGMb-WHKXi2F4AaABAg,@MaribelSegura-d6o,Dhgfdhjdgfgddg,neutral,0.0,2025-08-22T19:20:22Z,dhfffgdgg,negative,anger,LABEL_0
IHNzOHi8sJs,Ugyh2xZVdMqKsVFjapt4AaABAg,@dgdacena7,Vai  Black pink 🎉🎉🎉🎉🎉,neutral,0.0,2025-08-22T18:41:17Z,Wai Black pink,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugyfj_XsNA5VgAbaOD14AaABAg,@Isis-s6h,❤I loved it,positive,0.5994,2025-08-22T18:34:45Z,I love it,positive,love,LABEL_0
IHNzOHi8sJs,UgwhVaMTOvEQ279O7sd4AaABAg,@ValentinnaAlarconlandivar-c8e,Blackpin   soy  tu  fan🇧🇩🇧🇩🇧🇩,neutral,0.0,2025-08-22T17:34:02Z,I'm from Blackpin.,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugxiyn9Appei0gkUwIZ4AaABAg,@Justagirl2244,I listen to this song to boost my confidence <br>🐰🐰,positive,0.7184,2025-08-22T15:58:47Z,In list to this song to boost my confidence <br>,positive,joy,LABEL_0
IHNzOHi8sJs,Ugy8pJ8sMg-3Y82sfDp4AaABAg,@GuyaMwyatra,Love it.,positive,0.6369,2025-08-22T15:52:00Z,Love it.,positive,love,LABEL_0
IHNzOHi8sJs,Ugxw2HbKpfyE3DcceFF4AaABAg,@SephoraAmeziane-s7y,❤Sephora 💕💕💕💕,neutral,0.0,2025-08-22T15:50:36Z,♪ Sephora ♪,neutral,fear,LABEL_0
IHNzOHi8sJs,UgyqpBhVQe9owSKJXmV4AaABAg,@st4r.kl4ra,I always come back to this song!! ITS MY FAVORITE 🥰🥰🥰 LOVE BLACKPINK FOREVERRR,positive,0.882,2025-08-22T15:06:51Z,I always come back to this song!! Its MY FAVORITE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxzxjoxnXzYQV3I0q54AaABAg,@NewHistory5,Are you watching this incredible song again from 2025?,neutral,0.0,2025-08-22T14:56:21Z,Are you watching this amazing song again from 2025?,positive,surprise,LABEL_0
IHNzOHi8sJs,UgzDrKUApZwpj6r1x5h4AaABAg,@PushpaSonkar-bk8sk,I smiled the whole way through.,positive,0.5423,2025-08-22T14:09:45Z,I smelled the whole way through.,negative,joy,LABEL_0
IHNzOHi8sJs,UgzY02kYjiYclugqve54AaABAg,@BLACKPINK_KIM_1433,&#39;Watching in 2025 here&quot;🙋‍♀️<br>👇,neutral,0.0,2025-08-22T14:03:42Z,&#39;Watching in 2025 here,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugxe7DEf9cAKnh_bvaB4AaABAg,@Bang_Bang_Bang_Chan,TÜRK BLİNKLER NERDESİNİZ!🇹🇷🖤🩷,neutral,0.0,2025-08-22T13:33:49Z,"WHAT ASPECT OF THIS ACCOUNT IS MOST MEANINGFUL TO YOU, AND WHY?",neutral,joy,LABEL_0
IHNzOHi8sJs,UgyNhkiaNBsr4DtceiV4AaABAg,@tysee971,ROSé,neutral,0.0,2025-08-22T13:02:03Z,ROSÉ,negative,anger,LABEL_0
IHNzOHi8sJs,Ugy6PB3ir4zIlFEl0XN4AaABAg,@tysee971,ROS2 TES TROS BELLES,neutral,0.0,2025-08-22T13:01:50Z,ROS2 OF THE THREE BELLES,neutral,joy,LABEL_0
IHNzOHi8sJs,UgwGklEJSHbHdP6a8aR4AaABAg,@DentimHunkogo,I paused my music for this and it was worth it.,positive,0.2263,2025-08-22T12:42:23Z,I paused my music for this and it was worth it.,positive,joy,LABEL_0
IHNzOHi8sJs,UgytVxAupEPGBwz_f8Z4AaABAg,@AbdelhamidLouaar,روعه❤❤❤❤❤❤❤🎉🎉,neutral,0.0,2025-08-22T12:33:39Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyRKJkrIisfeE78WLN4AaABAg,@Jungkookiextae,2.3B BLACKPINK IN YOUR AREA ❤️‍🩹🌷,neutral,0.0,2025-08-22T11:53:19Z,2.3B BLACKPINK IN YOUR AREA . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgwoOmfZNVDZx2qIm4l4AaABAg,@Edaa-z5e,I love you Black Pink😘🤗💗🖤🏆🥇🎉✨️😎👑🎤🤫🎀<br>Note:I from turkey,positive,0.6369,2025-08-22T11:28:39Z,I love you Black Pink <br>Note:I from Turkey,positive,joy,LABEL_0
IHNzOHi8sJs,Ugz40mSLyru-DzRsW_54AaABAg,@AnilNisha-w7w,BLACK PINK IN YOUR AREA 🖤🩷,neutral,0.0,2025-08-22T10:54:33Z,BLACK PINK IN YOUR AREA,neutral,anger,LABEL_0
IHNzOHi8sJs,UgxG8DnhB-5KkRAGe5p4AaABAg,@nafeesaarshad7571,I love blackpink ❤❤❤,positive,0.6369,2025-08-22T10:50:05Z,I love blackpink . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgyCU-a75i81GWuO4qR4AaABAg,@Ifeye_fan_forever,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=129"">2:09</a> 🖤💓",neutral,0.0,2025-08-22T08:57:35Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=129"">2:09</a>",neutral,joy,LABEL_0
IHNzOHi8sJs,UgwBsDK11z_5rPpyv8x4AaABAg,@Ifeye_fan_forever,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=56"">0:56</a> 🥹✨️",neutral,0.0,2025-08-22T08:57:20Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=56"">0:56</a>",neutral,joy,LABEL_0
IHNzOHi8sJs,UgyhS3_VaGLk3b1kked4AaABAg,@Ifeye_fan_forever,Queens💫🖤💓,neutral,0.0,2025-08-22T08:57:07Z,Queens . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgyLumbHFwbD2pu9UgF4AaABAg,@Ifeye_fan_forever,BLACKPINK🖤🩷,neutral,0.0,2025-08-22T08:56:54Z,BLACKPINK,neutral,anger,LABEL_1
IHNzOHi8sJs,UgwDQpQUp8VT0oPf_2p4AaABAg,@Ifeye_fan_forever,🖤🩷,neutral,0.0,2025-08-22T08:56:33Z,I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugz_u7SjSbZzptPeYVZ4AaABAg,@Lary-h7d,ㅑ ㅣㅐㅠㄷ ㅠㅣㅁ차 ㅔㅑㅜㅏ !!!!!!!❤,neutral,0.0,2025-08-22T08:03:38Z,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!",neutral,joy,LABEL_0
IHNzOHi8sJs,UgzGuEGv7UEvFDAoLqN4AaABAg,@غلاالحربي-ك3ص,يا اخي بلاك بينك مره يجننون كيوت مره حلوين بعد💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,neutral,0.0,2025-08-22T08:03:19Z,"My brother, you're a big guy. You're a big guy. You know what?",positive,joy,LABEL_0
IHNzOHi8sJs,UgwV7Tsu7wNrdj0ae514AaABAg,@SitoraUmarova-c2z,Black pink 😊😊😊😊❤,neutral,0.0,2025-08-22T07:43:23Z,Black Pink,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugx77MGMm5whc14duzV4AaABAg,@user-KINGofthechicken,dudududu33！,neutral,0.0,2025-08-22T06:55:36Z,"Let's go, let's go, let's go, let's go, let's go.",positive,joy,LABEL_0
IHNzOHi8sJs,UgwEOutEHxBYTgoZOvh4AaABAg,@danialvez-s3y,What’s your favorite part of this video?,positive,0.4588,2025-08-22T05:59:34Z,What's your favorite part of this video?,positive,joy,LABEL_0
IHNzOHi8sJs,Ugw_weaffJKGIOFlIC14AaABAg,@johngreavyjayjensen7491,MY SISTER HE HAS ONE,neutral,0.0,2025-08-22T05:38:31Z,MY SIXTH HEAD,negative,anger,LABEL_0
IHNzOHi8sJs,UgzoNLNYmJVt58tEiUl4AaABAg,@RavindraGunawardana-k3p,Black pink forever💗🖤✨,neutral,0.0,2025-08-22T05:17:17Z,Black Pink Forever,positive,anger,LABEL_0
IHNzOHi8sJs,Ugxlm7cmZfSHl3rJ_Gt4AaABAg,@MehwishZeb-p3y,Hit you with that dude dududu,neutral,0.0,2025-08-22T04:57:34Z,Hit you with that dude dudhu,negative,anger,LABEL_0
IHNzOHi8sJs,UgyGkW5W_TiLVu91dEF4AaABAg,@HellOi-g3v,Drop a like if you agree.,positive,0.4404,2025-08-22T04:50:19Z,Drop a like if you agree.,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxXL3xKNkfaTVay2aZ4AaABAg,@NA.M12,ดี,neutral,0.0,2025-08-22T04:42:35Z,Good.,positive,joy,LABEL_0
IHNzOHi8sJs,UgwN9Axwj-TeDRH9PjJ4AaABAg,@DulceTentación-e4i,Los finales siempre son iconicos ❤❤,neutral,0.0,2025-08-22T04:14:53Z,The finals are always icons . . . . . . .,positive,joy,LABEL_0
IHNzOHi8sJs,UgxODUQD1lhP2qk9kYF4AaABAg,@ABIRHASAN-x3h,This is what YouTube was made for.,neutral,0.0,2025-08-22T03:49:20Z,This is what YouTube was made for.,positive,joy,LABEL_0
IHNzOHi8sJs,Ugz7B6lz-vYKXM0a-7J4AaABAg,@AnishKumar-sg3wx,Anyone in 2025,neutral,0.0,2025-08-22T02:08:14Z,Anyone in 2025,neutral,joy,LABEL_1
IHNzOHi8sJs,Ugx2dHQ3YEIj08gE1rp4AaABAg,@josuerincon-o6z,que fea,neutral,0.0,2025-08-22T01:55:41Z,what to do,neutral,anger,LABEL_0
IHNzOHi8sJs,UgwCExfYLDL1Yc6MfVN4AaABAg,@BhogilalChauhan-x5j,Sheetal,neutral,0.0,2025-08-22T01:26:21Z,Shelter,neutral,fear,LABEL_0
IHNzOHi8sJs,UgxmcCaYWzWAyJoLbqV4AaABAg,@BhogilalChauhan-x5j,Balck  pick,neutral,0.0,2025-08-22T01:26:07Z,%s on %sBlack pick,neutral,anger,LABEL_1
IHNzOHi8sJs,UgyAmt_Dp1ZYQ_bm0gl4AaABAg,@michelleconstanzaolivaresr7390,我爱这些歌曲。,neutral,0.0,2025-08-22T01:24:03Z,I love these songs.,positive,love,LABEL_0
IHNzOHi8sJs,UgwbaBwoXy4D0vyX7uF4AaABAg,@Sea_EntertaimentS2,Pra vcs as vezes tbm tá aparecendo uns erros?,neutral,0.0,2025-08-22T01:17:24Z,So you sometimes tbm is making some mistakes?,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyGAZEVyHbUc3ZttsJ4AaABAg,@Alice-cn8sn,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=26"">0:26</a> Ok I need to know what that cute little thing she’s holding is.",positive,0.6369,2025-08-22T00:05:47Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=26"">0:26</a> Okay I need to know what that cute little thing she's holding is.",neutral,joy,LABEL_0
IHNzOHi8sJs,UgxrZP8aikTnpCsaWGV4AaABAg,@BlueLightPlays,Ddu du du du du tu max verstappen,neutral,0.0,2025-08-21T22:36:00Z,You've got to forget this max.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyfE8HdVHlsDYSZN0J4AaABAg,@Bi-tr,2025??,neutral,0.0,2025-08-21T22:31:21Z,2025?,neutral,joy,LABEL_0
IHNzOHi8sJs,UgyRzUaZM5UNt0VfkxJ4AaABAg,@Macbun21,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=51"">0:51</a> 와우 이거 너무 좋아요❤🫰",neutral,0.0,2025-08-21T22:08:12Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=51"">0:51</a>",neutral,joy,LABEL_0
IHNzOHi8sJs,Ugy6NM-gIzVu3KcC4gd4AaABAg,@TimothyMilesTadeo,Anyone 2025❤❤,neutral,0.0,2025-08-21T21:48:07Z,Anyone 2025 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgyDv1mWe9ZoCtipKKt4AaABAg,@GiselaZelaya-u1p,"I.N esa no es tu familia  <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=26"">0:26</a>",negative,-0.296,2025-08-21T21:06:52Z,"I.N is not your family <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=26"">0:26</a>",neutral,joy,LABEL_0
IHNzOHi8sJs,UgziINRbN7LQg1X6tUF4AaABAg,@Mzbunofficial,22-08-2025,neutral,0.0,2025-08-21T20:18:39Z,22-08-2025,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugxy9ZmXCC2SKiHvU-R4AaABAg,@BappyRazz-n4u,This video just made my day!,neutral,0.0,2025-08-21T20:14:17Z,This video just makes my day!,positive,joy,LABEL_0
IHNzOHi8sJs,UgzmsKkDR5YZomA8J_J4AaABAg,@Celina-r9b3m,WE LOVE YOU BLACKPINK! BLINKS WE REACHED 2 BILLION LETS GET THIS MASTERPIECE TO 3 BILLION!!!,positive,0.8972,2025-08-21T20:02:54Z,BLINKS WE REACHED 2 BILLS THAT MASTERPIES TO 3 BILKPION!!!!,positive,joy,LABEL_0
IHNzOHi8sJs,UgyQjZER_DLu_CX2rWR4AaABAg,@NengAnggun-t3t,124,neutral,0.0,2025-08-21T19:45:03Z,124,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugxbd75tqffz49oaAuR4AaABAg,@HeyyMediin,💗💗💗💗JENNİEEE BLACKPİNK🖤🖤🖤🖤,neutral,0.0,2025-08-21T19:39:52Z,BLACKPINK,neutral,anger,LABEL_1
IHNzOHi8sJs,UgyQDAjimwO2a8JHhiB4AaABAg,@RitaKépli-n4p,"Let&#39;s go for 2,5 mrd!!",neutral,0.0,2025-08-21T19:11:32Z,Let's go for 2.5 billion!,positive,joy,LABEL_0
IHNzOHi8sJs,UgxctZUkk5lS3aOLu-l4AaABAg,@NisaBaşpınar-m5b4i,Bu şarkı ile blackpink i tanımıştım duygulandım,neutral,0.0,2025-08-21T19:01:20Z,I've known blackpink with this song.,positive,joy,LABEL_0
IHNzOHi8sJs,UgyBE_bb9lZqb5CpJ8B4AaABAg,@Yoncaertem,"2,300 mr views",neutral,0.0,2025-08-21T18:12:19Z,"2,300 mr views",neutral,joy,LABEL_0
IHNzOHi8sJs,UgxZPF8_690VPAqNsuN4AaABAg,@ГоробцоваМирра-Тейлия,the best mv ever<br>😍🌏❤,positive,0.6369,2025-08-21T17:22:14Z,The best mv ever,positive,joy,LABEL_0
IHNzOHi8sJs,UgyLkVdaeDf22C4TNFV4AaABAg,@lysswildermann,❤😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,neutral,0.0,2025-08-21T17:18:59Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugw1f7PGIBuQWPed5-14AaABAg,@lysswildermann,Everlyse,neutral,0.0,2025-08-21T17:18:33Z,Everlyse,neutral,joy,LABEL_1
IHNzOHi8sJs,Ugx82wOBfH4Y_9cby-p4AaABAg,@ОрестКопильчак,No 900 billion actually,negative,-0.296,2025-08-21T16:53:19Z,No. 900 billion actually,neutral,joy,LABEL_1
IHNzOHi8sJs,UgxgQguRlpeNMXuS18h4AaABAg,@dark_shadow081,Hi jisoo😊❤,neutral,0.0,2025-08-21T16:29:58Z,I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugwk_BG3dCvMEN4k4Zh4AaABAg,@thuhangnguyen6868,2.4B Let’s go!,neutral,0.0,2025-08-21T16:13:12Z,2.4B Let’s go!,positive,joy,LABEL_0
IHNzOHi8sJs,UgzYrf-vzce8wQJgIst4AaABAg,@DRUNK-FF,"2,3md for this ?????",neutral,0.0,2025-08-21T16:00:23Z,"2,3md for this???",neutral,anger,LABEL_0
